,NCBI_IDs,NCBI_taxa,,,Symbol,Size,Color,Fill,Position,Label
210,49982,Sporosarcina_sp.,Sporosarcina_sp.|49982,Sporosarcina_sp.|49982,NA,NA,NA,NA,NA,NA
211,50381,Trichaptum_biforme,Trichaptum_biforme|50381,Trichaptum_biforme|50381,NA,NA,NA,NA,NA,NA
212,50421,Rhodoferax_sp.,Rhodoferax_sp.|50421,Rhodoferax_sp.|50421,NA,NA,NA,NA,NA,NA
213,50422,Shewanella_sp.,Shewanella_sp.|50422,Shewanella_sp.|50422,NA,NA,NA,NA,NA,NA
214,50973,Arrhenia_epichysium,Arrhenia_epichysium|50973,Arrhenia_epichysium|50973,NA,NA,NA,NA,NA,NA
215,51047,Actinobacillus_minor,Actinobacillus_minor|51047,Actinobacillus_minor|51047,NA,NA,NA,NA,NA,NA
216,51202,Streptomyces_vellosus,Streptomyces_vellosus|51202,Streptomyces_vellosus|51202,NA,NA,NA,NA,NA,NA
217,51513,Agromyces_sp.,Agromyces_sp.|51513,Agromyces_sp.|51513,NA,NA,NA,NA,NA,NA
218,51671,Microbacterium_sp.,Microbacterium_sp.|51671,Microbacterium_sp.|51671,NA,NA,NA,NA,NA,NA
219,53249,Pseudoalteromonas_sp.,Pseudoalteromonas_sp.|53249,Pseudoalteromonas_sp.|53249,NA,NA,NA,NA,NA,NA
220,53345,Enterococcus_durans,Enterococcus_durans|53345,Enterococcus_durans|53345,NA,NA,NA,NA,NA,NA
221,53449,Streptomyces_intermedius,Streptomyces_intermedius|53449,Streptomyces_intermedius|53449,NA,NA,NA,NA,NA,NA
222,53451,Streptomyces_rutgersensis,Streptomyces_rutgersensis|53451,Streptomyces_rutgersensis|53451,NA,NA,NA,NA,NA,NA
223,54537,Tricholoma_focale,Tricholoma_focale|54537,Tricholoma_focale|54537,NA,NA,NA,NA,NA,NA
224,54540,Tricholoma_pardinum,Tricholoma_pardinum|54540,Tricholoma_pardinum|54540,NA,NA,NA,NA,NA,NA
225,54541,Tricholoma_portentosum,Tricholoma_portentosum|54541,Tricholoma_portentosum|54541,NA,NA,NA,NA,NA,NA
226,54571,Streptomyces_venezuelae,Streptomyces_venezuelae|54571,Streptomyces_venezuelae|54571,NA,NA,NA,NA,NA,NA
227,55178,Preussia_australis,Preussia_australis|55178,Preussia_australis|55178,NA,NA,NA,NA,NA,NA
228,56110,Oscillatoria_acuminata_PCC_6304,Oscillatoria_acuminata_PCC_6304|56110,Oscillatoria_acuminata_PCC_6304|56110,NA,NA,NA,NA,NA,NA
229,56165,Lepiota_clypeolaria,Lepiota_clypeolaria|56165,Lepiota_clypeolaria|56165,NA,NA,NA,NA,NA,NA
230,56187,Coprinus_comatus,Coprinus_comatus|56187,Coprinus_comatus|56187,NA,NA,NA,NA,NA,NA
231,56467,Ampulloclitocybe_clavipes,Ampulloclitocybe_clavipes|56467,Ampulloclitocybe_clavipes|56467,NA,NA,NA,NA,NA,NA
232,56799,Colwellia_sp.,Colwellia_sp.|56799,Colwellia_sp.|56799,NA,NA,NA,NA,NA,NA
233,57134,Hydnum_umbilicatum,Hydnum_umbilicatum|57134,Hydnum_umbilicatum|57134,NA,NA,NA,NA,NA,NA
234,57200,Craterellus_tubaeformis,Craterellus_tubaeformis|57200,Craterellus_tubaeformis|57200,NA,NA,NA,NA,NA,NA
235,57739,Vogesella,Vogesella|57739,Vogesella|57739,NA,NA,NA,NA,NA,NA
236,58172,Paenibacillus_sp.,Paenibacillus_sp.|58172,Paenibacillus_sp.|58172,NA,NA,NA,NA,NA,NA
237,58853,Trichoderma_citrinoviride,Trichoderma_citrinoviride|58853,Trichoderma_citrinoviride|58853,NA,NA,NA,NA,NA,NA
238,59299,Streptomyces_thermocarboxydus,Streptomyces_thermocarboxydus|59299,Streptomyces_thermocarboxydus|59299,NA,NA,NA,NA,NA,NA
239,59511,Pseudomonas_syringae_pv._maculicola,Pseudomonas_syringae_pv._maculicola|59511,Pseudomonas_syringae_pv._maculicola|59511,NA,NA,NA,NA,NA,NA
240,60134,Penicillium_viridicatum,Penicillium_viridicatum|60134,Penicillium_viridicatum|60134,NA,NA,NA,NA,NA,NA
241,60172,Penicillium_solitum,Penicillium_solitum|60172,Penicillium_solitum|60172,NA,NA,NA,NA,NA,NA
242,60174,Penicillium_echinulatum__nom._illeg.,Penicillium_echinulatum__nom._illeg.|60174,Penicillium_echinulatum__nom._illeg.|60174,NA,NA,NA,NA,NA,NA
243,60550,Burkholderia_pyrrocinia,Burkholderia_pyrrocinia|60550,Burkholderia_pyrrocinia|60550,NA,NA,NA,NA,NA,NA
244,61169,Alicyclobacillus_sp.,Alicyclobacillus_sp.|61169,Alicyclobacillus_sp.|61169,NA,NA,NA,NA,NA,NA
245,61284,Fusarium_tricinctum,Fusarium_tricinctum|61284,Fusarium_tricinctum|61284,NA,NA,NA,NA,NA,NA
246,61296,Aureobasidium_sp.,Aureobasidium_sp.|61296,Aureobasidium_sp.|61296,NA,NA,NA,NA,NA,NA
247,61305,Nocardiopsis_synnemataformans,Nocardiopsis_synnemataformans|61305,Nocardiopsis_synnemataformans|61305,NA,NA,NA,NA,NA,NA
248,63577,Trichoderma_atroviride,Trichoderma_atroviride|63577,Trichoderma_atroviride|63577,NA,NA,NA,NA,NA,NA
249,63578,Trichoderma_crassum,Trichoderma_crassum|63578,Trichoderma_crassum|63578,NA,NA,NA,NA,NA,NA
250,63737,Nostoc_punctiforme_PCC_73102,Nostoc_punctiforme_PCC_73102|63737,Nostoc_punctiforme_PCC_73102|63737,Circle,10,#FF000,NA,1,NA
251,64471,Synechococcus_sp._CC9311,Synechococcus_sp._CC9311|64471,Synechococcus_sp._CC9311|64471,NA,NA,NA,NA,NA,NA
252,64518,Mortierella_alpina,Mortierella_alpina|64518,Mortierella_alpina|64518,NA,NA,NA,NA,NA,NA
253,64636,Marquandomyces_marquandii,Marquandomyces_marquandii|64636,Marquandomyces_marquandii|64636,NA,NA,NA,NA,NA,NA
254,65420,Phaeoacremonium_parasiticum,Phaeoacremonium_parasiticum|65420,Phaeoacremonium_parasiticum|65420,NA,NA,NA,NA,NA,NA
255,65657,Hydrogenophaga_flava,Hydrogenophaga_flava|65657,Hydrogenophaga_flava|65657,NA,NA,NA,NA,NA,NA
256,66374,Streptomyces_nojiriensis,Streptomyces_nojiriensis|66374,Streptomyces_nojiriensis|66374,NA,NA,NA,NA,NA,NA
257,66865,Streptomyces_afghaniensis,Streptomyces_afghaniensis|66865,Streptomyces_afghaniensis|66865,NA,NA,NA,NA,NA,NA
258,66897,Streptomyces_griseorubens,Streptomyces_griseorubens|66897,Streptomyces_griseorubens|66897,Circle,10,#FF000,NA,1,NA
259,67294,Streptomyces_filamentosus,Streptomyces_filamentosus|67294,Streptomyces_filamentosus|67294,NA,NA,NA,NA,NA,NA
260,67381,Streptomyces_violascens,Streptomyces_violascens|67381,Streptomyces_violascens|67381,NA,NA,NA,NA,NA,NA
261,67581,Streptomyces_viridosporus,Streptomyces_viridosporus|67581,Streptomyces_viridosporus|67581,NA,NA,NA,NA,NA,NA
262,67710,Amanita_gemmata,Amanita_gemmata|67710,Amanita_gemmata|67710,NA,NA,NA,NA,NA,NA
263,67723,Amanita_phalloides,Amanita_phalloides|67723,Amanita_phalloides|67723,NA,NA,NA,NA,NA,NA
264,68179,Streptomyces_bacillaris,Streptomyces_bacillaris|68179,Streptomyces_bacillaris|68179,NA,NA,NA,NA,NA,NA
265,68238,Streptomyces_minutiscleroticus,Streptomyces_minutiscleroticus|68238,Streptomyces_minutiscleroticus|68238,NA,NA,NA,NA,NA,NA
266,68239,Streptomyces_mirabilis,Streptomyces_mirabilis|68239,Streptomyces_mirabilis|68239,NA,NA,NA,NA,NA,NA
267,68780,Ramaria_stricta,Ramaria_stricta|68780,Ramaria_stricta|68780,NA,NA,NA,NA,NA,NA
268,68827,Geosmithia_putterillii,Geosmithia_putterillii|68827,Geosmithia_putterillii|68827,NA,NA,NA,NA,NA,NA
269,69392,Stenotrophomonas_sp.,Stenotrophomonas_sp.|69392,Stenotrophomonas_sp.|69392,NA,NA,NA,NA,NA,NA
270,69763,Penicillium_adametzii,Penicillium_adametzii|69763,Penicillium_adametzii|69763,NA,NA,NA,NA,NA,NA
271,69768,Penicillium_citreonigrum,Penicillium_citreonigrum|69768,Penicillium_citreonigrum|69768,NA,NA,NA,NA,NA,NA
272,69774,Penicillium_herquei,Penicillium_herquei|69774,Penicillium_herquei|69774,NA,NA,NA,NA,NA,NA
273,69780,Penicillium_ochrochloron,Penicillium_ochrochloron|69780,Penicillium_ochrochloron|69780,NA,NA,NA,NA,NA,NA
274,69781,Penicillium_oxalicum,Penicillium_oxalicum|69781,Penicillium_oxalicum|69781,NA,NA,NA,NA,NA,NA
275,69786,Penicillium_roseopurpureum,Penicillium_roseopurpureum|69786,Penicillium_roseopurpureum|69786,NA,NA,NA,NA,NA,NA
276,69788,Penicillium_sclerotiorum,Penicillium_sclerotiorum|69788,Penicillium_sclerotiorum|69788,NA,NA,NA,NA,NA,NA
277,70095,Penicillium_fellutanum,Penicillium_fellutanum|70095,Penicillium_fellutanum|70095,NA,NA,NA,NA,NA,NA
278,70558,Penicillium_sumatraense,Penicillium_sumatraense|70558,Penicillium_sumatraense|70558,NA,NA,NA,NA,NA,NA
279,70561,Cortinarius_traganus,Cortinarius_traganus|70561,Cortinarius_traganus|70561,NA,NA,NA,NA,NA,NA
280,70775,Pseudomonas_plecoglossicida,Pseudomonas_plecoglossicida|70775,Pseudomonas_plecoglossicida|70775,NA,NA,NA,NA,NA,NA
281,71694,Coprinopsis_atramentaria,Coprinopsis_atramentaria|71694,Coprinopsis_atramentaria|71694,NA,NA,NA,NA,NA,NA
282,71717,Coprinellus_micaceus,Coprinellus_micaceus|71717,Coprinellus_micaceus|71717,NA,NA,NA,NA,NA,NA
283,71875,Clitocybe_dealbata,Clitocybe_dealbata|71875,Clitocybe_dealbata|71875,Circle,10,#FF000,NA,1,NA
284,71893,Leucopaxillus_albissimus,Leucopaxillus_albissimus|71893,Leucopaxillus_albissimus|71893,NA,NA,NA,NA,NA,NA
285,71936,Clitopilus_prunulus,Clitopilus_prunulus|71936,Clitopilus_prunulus|71936,NA,NA,NA,NA,NA,NA
286,72000,Kocuria_rhizophila,Kocuria_rhizophila|72000,Kocuria_rhizophila|72000,NA,NA,NA,NA,NA,NA
287,72154,Penicillium_striatisporum,Penicillium_striatisporum|72154,Penicillium_striatisporum|72154,NA,NA,NA,NA,NA,NA
288,73025,Eutreptiella_gymnastica,Eutreptiella_gymnastica|73025,Eutreptiella_gymnastica|73025,NA,NA,NA,NA,NA,NA
289,73499,Lecanicillium_psalliotae,Lecanicillium_psalliotae|73499,Lecanicillium_psalliotae|73499,NA,NA,NA,NA,NA,NA
290,74426,Collinsella_aerofaciens,Collinsella_aerofaciens|74426,Collinsella_aerofaciens|74426,Circle,10,#FF000,NA,1,NA
291,74722,Stachybotrys_chartarum,Stachybotrys_chartarum|74722,Stachybotrys_chartarum|74722,NA,NA,NA,NA,NA,NA
292,75102,Cantharellus_formosus,Cantharellus_formosus|75102,Cantharellus_formosus|75102,NA,NA,NA,NA,NA,NA
293,75104,Cantharellus_subalbidus,Cantharellus_subalbidus|75104,Cantharellus_subalbidus|75104,NA,NA,NA,NA,NA,NA
294,75294,Saccharomonospora_xinjiangensis,Saccharomonospora_xinjiangensis|75294,Saccharomonospora_xinjiangensis|75294,NA,NA,NA,NA,NA,NA
295,75324,Cortinarius_caperatus,Cortinarius_caperatus|75324,Cortinarius_caperatus|75324,NA,NA,NA,NA,NA,NA
296,76128,Nigroporus_vinosus,Nigroporus_vinosus|76128,Nigroporus_vinosus|76128,NA,NA,NA,NA,NA,NA
297,76130,Coriolopsis_trogii,Coriolopsis_trogii|76130,Coriolopsis_trogii|76130,NA,NA,NA,NA,NA,NA
298,76330,Daedaleopsis_tricolor,Daedaleopsis_tricolor|76330,Daedaleopsis_tricolor|76330,NA,NA,NA,NA,NA,NA
299,76333,Cerrena_consors,Cerrena_consors|76333,Cerrena_consors|76333,NA,NA,NA,NA,NA,NA
300,76759,Pseudomonas_monteilii,Pseudomonas_monteilii|76759,Pseudomonas_monteilii|76759,NA,NA,NA,NA,NA,NA
301,76775,Malassezia_restricta,Malassezia_restricta|76775,Malassezia_restricta|76775,NA,NA,NA,NA,NA,NA
302,76980,Ahrensia_kielensis,Ahrensia_kielensis|76980,Ahrensia_kielensis|76980,NA,NA,NA,NA,NA,NA
303,78154,Oidiodendron_tenuissimum,Oidiodendron_tenuissimum|78154,Oidiodendron_tenuissimum|78154,NA,NA,NA,NA,NA,NA
304,78155,Oidiodendron_truncatum,Oidiodendron_truncatum|78155,Oidiodendron_truncatum|78155,NA,NA,NA,NA,NA,NA
305,78358,Amanita_porphyria,Amanita_porphyria|78358,Amanita_porphyria|78358,NA,NA,NA,NA,NA,NA
306,79815,Arcopilus_aureus,Arcopilus_aureus|79815,Arcopilus_aureus|79815,NA,NA,NA,NA,NA,NA
307,79858,Pseudogymnoascus_pannorum,Pseudogymnoascus_pannorum|79858,Pseudogymnoascus_pannorum|79858,NA,NA,NA,NA,NA,NA
308,80576,Amanita_pachycolea,Amanita_pachycolea|80576,Amanita_pachycolea|80576,Circle,10,#FF000,NA,1,NA
309,80577,Amanita_silvicola,Amanita_silvicola|80577,Amanita_silvicola|80577,NA,NA,NA,NA,NA,NA
310,80588,Gomphus_clavatus,Gomphus_clavatus|80588,Gomphus_clavatus|80588,NA,NA,NA,NA,NA,NA
311,80664,Pisolithus_arhizus,Pisolithus_arhizus|80664,Pisolithus_arhizus|80664,NA,NA,NA,NA,NA,NA
312,82310,Phlebiopsis_gigantea,Phlebiopsis_gigantea|82310,Phlebiopsis_gigantea|82310,NA,NA,NA,NA,NA,NA
313,82525,Tausonia_pullulans,Tausonia_pullulans|82525,Tausonia_pullulans|82525,NA,NA,NA,NA,NA,NA
314,82992,Buttiauxella_noackiae,Buttiauxella_noackiae|82992,Buttiauxella_noackiae|82992,Circle,10,#FF000,NA,1,NA
315,83250,Tyromyces_chioneus,Tyromyces_chioneus|83250,Tyromyces_chioneus|83250,NA,NA,NA,NA,NA,NA
316,83254,Skeletocutis_nivea,Skeletocutis_nivea|83254,Skeletocutis_nivea|83254,NA,NA,NA,NA,NA,NA
317,83449,Cystobacter_ferrugineus,Cystobacter_ferrugineus|83449,Cystobacter_ferrugineus|83449,NA,NA,NA,NA,NA,NA
318,83513,Agaricus_semotus,Agaricus_semotus|83513,Agaricus_semotus|83513,NA,NA,NA,NA,NA,NA
319,83618,Pseudoxanthomonas,Pseudoxanthomonas|83618,Pseudoxanthomonas|83618,NA,NA,NA,NA,NA,NA
320,84112,Eggerthella_lenta,Eggerthella_lenta|84112,Eggerthella_lenta|84112,NA,NA,NA,NA,NA,NA
321,84594,Micromonospora_gifhornensis,Micromonospora_gifhornensis|84594,Micromonospora_gifhornensis|84594,NA,NA,NA,NA,NA,NA
322,85044,Williamsia_muralis,Williamsia_muralis|85044,Williamsia_muralis|85044,NA,NA,NA,NA,NA,NA
323,86051,Exophiala_pisciphila,Exophiala_pisciphila|86051,Exophiala_pisciphila|86051,NA,NA,NA,NA,NA,NA
324,86074,Cortinarius_trivialis,Cortinarius_trivialis|86074,Cortinarius_trivialis|86074,NA,NA,NA,NA,NA,NA
325,86079,Cortinarius_anomalus,Cortinarius_anomalus|86079,Cortinarius_anomalus|86079,NA,NA,NA,NA,NA,NA
326,86086,Gymnopilus_sapineus,Gymnopilus_sapineus|86086,Gymnopilus_sapineus|86086,NA,NA,NA,NA,NA,NA
327,86664,Priestia_flexa,Priestia_flexa|86664,Priestia_flexa|86664,NA,NA,NA,NA,NA,NA
328,87252,Agaricus_subrufescens,Agaricus_subrufescens|87252,Agaricus_subrufescens|87252,NA,NA,NA,NA,NA,NA
329,87253,Agaricus_subrutilescens,Agaricus_subrutilescens|87253,Agaricus_subrutilescens|87253,NA,NA,NA,NA,NA,NA
330,87280,Umbilicaria_muehlenbergii,Umbilicaria_muehlenbergii|87280,Umbilicaria_muehlenbergii|87280,NA,NA,NA,NA,NA,NA
331,88128,Agaricus_californicus,Agaricus_californicus|88128,Agaricus_californicus|88128,Circle,10,#FF000,NA,1,NA
332,88286,Collybia_cookei,Collybia_cookei|88286,Collybia_cookei|88286,NA,NA,NA,NA,NA,NA
333,88830,Nodularia_sphaerocarpa_PCC_7804,Nodularia_sphaerocarpa_PCC_7804|88830,Nodularia_sphaerocarpa_PCC_7804|88830,NA,NA,NA,NA,NA,NA
334,89014,Blautia_luti,Blautia_luti|89014,Blautia_luti|89014,NA,NA,NA,NA,NA,NA
335,89141,Cordyceps_farinosa,Cordyceps_farinosa|89141,Cordyceps_farinosa|89141,NA,NA,NA,NA,NA,NA
336,89184,Ruegeria_pomeroyi,Ruegeria_pomeroyi|89184,Ruegeria_pomeroyi|89184,NA,NA,NA,NA,NA,NA
337,90312,Cerrena_unicolor,Cerrena_unicolor|90312,Cerrena_unicolor|90312,NA,NA,NA,NA,NA,NA
338,93011,Lactarius_scrobiculatus,Lactarius_scrobiculatus|93011,Lactarius_scrobiculatus|93011,NA,NA,NA,NA,NA,NA
339,93060,Prochlorococcus_marinus_str._MIT_9215,Prochlorococcus_marinus_str._MIT_9215|93060,Prochlorococcus_marinus_str._MIT_9215|93060,NA,NA,NA,NA,NA,NA
340,97478,Limosilactobacillus_mucosae,Limosilactobacillus_mucosae|97478,Limosilactobacillus_mucosae|97478,NA,NA,NA,NA,NA,NA
341,100033,Keissleriella_cladophila,Keissleriella_cladophila|100033,Keissleriella_cladophila|100033,NA,NA,NA,NA,NA,NA
342,100756,Hericium_coralloides,Hericium_coralloides|100756,Hericium_coralloides|100756,NA,NA,NA,NA,NA,NA
343,101201,Trichoderma_asperellum,Trichoderma_asperellum|101201,Trichoderma_asperellum|101201,NA,NA,NA,NA,NA,NA
344,103381,Lopharia_cinerascens,Lopharia_cinerascens|103381,Lopharia_cinerascens|103381,NA,NA,NA,NA,NA,NA
345,103690,Nostoc_sp._PCC_7120_=_FACHB-418,Nostoc_sp._PCC_7120_=_FACHB-418|103690,Nostoc_sp._PCC_7120_=_FACHB-418|103690,NA,NA,NA,NA,NA,NA
346,103816,Rhodococcus_pyridinivorans,Rhodococcus_pyridinivorans|103816,Rhodococcus_pyridinivorans|103816,NA,NA,NA,NA,NA,NA
347,104087,Pseudomonas_frederiksbergensis,Pseudomonas_frederiksbergensis|104087,Pseudomonas_frederiksbergensis|104087,NA,NA,NA,NA,NA,NA
348,104202,Clavulina_cinerea,Clavulina_cinerea|104202,Clavulina_cinerea|104202,NA,NA,NA,NA,NA,NA
349,104235,Ramaria_formosa,Ramaria_formosa|104235,Ramaria_formosa|104235,NA,NA,NA,NA,NA,NA
350,104259,Penicillium_brasilianum,Penicillium_brasilianum|104259,Penicillium_brasilianum|104259,Circle,10,#FF000,NA,1,NA
351,105696,Epicoccum_nigrum,Epicoccum_nigrum|105696,Epicoccum_nigrum|105696,Circle,10,#FF000,NA,1,NA
352,107919,Battarrea_phalloides,Battarrea_phalloides|107919,Battarrea_phalloides|107919,NA,NA,NA,NA,NA,NA
353,108922,Chrysosporium_merdarium,Chrysosporium_merdarium|108922,Chrysosporium_merdarium|108922,NA,NA,NA,NA,NA,NA
354,109637,Pholiota_flammans,Pholiota_flammans|109637,Pholiota_flammans|109637,NA,NA,NA,NA,NA,NA
355,112178,Arthrinium_phaeospermum,Arthrinium_phaeospermum|112178,Arthrinium_phaeospermum|112178,NA,NA,NA,NA,NA,NA
356,112420,Ramaria_flavobrunnescens_var._aromatica,Ramaria_flavobrunnescens_var._aromatica|112420,Ramaria_flavobrunnescens_var._aromatica|112420,NA,NA,NA,NA,NA,NA
357,112424,Ramaria_gelatinosa_var._oregonensis,Ramaria_gelatinosa_var._oregonensis|112424,Ramaria_gelatinosa_var._oregonensis|112424,Circle,10,#FF000,NA,1,NA
358,112429,Ramaria_araiospora_var._araiospora,Ramaria_araiospora_var._araiospora|112429,Ramaria_araiospora_var._araiospora|112429,NA,NA,NA,NA,NA,NA
359,113037,Ramaria_velocimutans,Ramaria_velocimutans|113037,Ramaria_velocimutans|113037,NA,NA,NA,NA,NA,NA
360,113069,Ramaria_rubripermanens,Ramaria_rubripermanens|113069,Ramaria_rubripermanens|113069,NA,NA,NA,NA,NA,NA
361,113085,Ramaria_claviramulata,Ramaria_claviramulata|113085,Ramaria_claviramulata|113085,NA,NA,NA,NA,NA,NA
362,114231,Nigrospora_sphaerica,Nigrospora_sphaerica|114231,Nigrospora_sphaerica|114231,NA,NA,NA,NA,NA,NA
363,116978,Penicillium_thiersii,Penicillium_thiersii|116978,Penicillium_thiersii|116978,NA,NA,NA,NA,NA,NA
364,117017,Asterophora_lycoperdoides,Asterophora_lycoperdoides|117017,Asterophora_lycoperdoides|117017,NA,NA,NA,NA,NA,NA
365,117019,Connopus_acervatus,Connopus_acervatus|117019,Connopus_acervatus|117019,NA,NA,NA,NA,NA,NA
366,117024,Clitocybe_nebularis,Clitocybe_nebularis|117024,Clitocybe_nebularis|117024,NA,NA,NA,NA,NA,NA
367,118041,Russula_xerampelina,Russula_xerampelina|118041,Russula_xerampelina|118041,NA,NA,NA,NA,NA,NA
368,118163,Pleurocapsa_sp._PCC_7327,Pleurocapsa_sp._PCC_7327|118163,Pleurocapsa_sp._PCC_7327|118163,NA,NA,NA,NA,NA,NA
369,119927,Alternaria_tenuissima,Alternaria_tenuissima|119927,Alternaria_tenuissima|119927,NA,NA,NA,NA,NA,NA
370,121612,Penicillium_janczewskii,Penicillium_janczewskii|121612,Penicillium_janczewskii|121612,NA,NA,NA,NA,NA,NA
371,122355,Pseudomonas_psychrophila,Pseudomonas_psychrophila|122355,Pseudomonas_psychrophila|122355,Circle,10,#FF000,NA,1,NA
372,128403,Scytonema_hofmannii_PCC_7110,Scytonema_hofmannii_PCC_7110|128403,Scytonema_hofmannii_PCC_7110|128403,NA,NA,NA,NA,NA,NA
373,128442,Talaromyces_pinophilus,Talaromyces_pinophilus|128442,Talaromyces_pinophilus|128442,NA,NA,NA,NA,NA,NA
374,130315,Euglena_sanguinea,Euglena_sanguinea|130315,Euglena_sanguinea|130315,NA,NA,NA,NA,NA,NA
375,130897,Collybia_cirrhata,Collybia_cirrhata|130897,Collybia_cirrhata|130897,NA,NA,NA,NA,NA,NA
376,132138,Acrostalagmus_luteoalbus,Acrostalagmus_luteoalbus|132138,Acrostalagmus_luteoalbus|132138,NA,NA,NA,NA,NA,NA
377,132913,Chroogomphus_ochraceus,Chroogomphus_ochraceus|132913,Chroogomphus_ochraceus|132913,NA,NA,NA,NA,NA,NA
378,132914,Chroogomphus_tomentosus,Chroogomphus_tomentosus|132914,Chroogomphus_tomentosus|132914,NA,NA,NA,NA,NA,NA
379,134262,Streptococcus_mitis_bv._2,Streptococcus_mitis_bv._2|134262,Streptococcus_mitis_bv._2|134262,NA,NA,NA,NA,NA,NA
380,135207,Hericium_abietis,Hericium_abietis|135207,Hericium_abietis|135207,NA,NA,NA,NA,NA,NA
381,136468,Vibrio_lentus,Vibrio_lentus|136468,Vibrio_lentus|136468,NA,NA,NA,NA,NA,NA
382,137779,Pseudoalteromonas_flavipulchra,Pseudoalteromonas_flavipulchra|137779,Pseudoalteromonas_flavipulchra|137779,NA,NA,NA,NA,NA,NA
383,139093,Macrotyphula_juncea,Macrotyphula_juncea|139093,Macrotyphula_juncea|139093,NA,NA,NA,NA,NA,NA
384,139102,Cinereomyces_lindbladii,Cinereomyces_lindbladii|139102,Cinereomyces_lindbladii|139102,NA,NA,NA,NA,NA,NA
385,139420,Polyporus_brumalis,Polyporus_brumalis|139420,Polyporus_brumalis|139420,NA,NA,NA,NA,NA,NA
386,141454,Streptomyces_wadayamensis,Streptomyces_wadayamensis|141454,Streptomyces_wadayamensis|141454,NA,NA,NA,NA,NA,NA
387,145387,Chalciporus_piperatus,Chalciporus_piperatus|145387,Chalciporus_piperatus|145387,NA,NA,NA,NA,NA,NA
388,145967,Volutella_ciliata,Volutella_ciliata|145967,Volutella_ciliata|145967,NA,NA,NA,NA,NA,NA
389,149342,Clavariadelphus_truncatus,Clavariadelphus_truncatus|149342,Clavariadelphus_truncatus|149342,NA,NA,NA,NA,NA,NA
390,153505,Mycena_pura,Mycena_pura|153505,Mycena_pura|153505,NA,NA,NA,NA,NA,NA
391,153971,Mycobacterium_palustre,Mycobacterium_palustre|153971,Mycobacterium_palustre|153971,NA,NA,NA,NA,NA,NA
392,154518,Atheniella_aurantiidisca,Atheniella_aurantiidisca|154518,Atheniella_aurantiidisca|154518,NA,NA,NA,NA,NA,NA
393,155157,Lactarius_fallax,Lactarius_fallax|155157,Lactarius_fallax|155157,NA,NA,NA,NA,NA,NA
394,158312,Microporus_vernicipes,Microporus_vernicipes|158312,Microporus_vernicipes|158312,NA,NA,NA,NA,NA,NA
395,158605,Trametes_coccinea,Trametes_coccinea|158605,Trametes_coccinea|158605,NA,NA,NA,NA,NA,NA
396,158877,Yokenella_regensburgei,Yokenella_regensburgei|158877,Yokenella_regensburgei|158877,NA,NA,NA,NA,NA,NA
397,159346,Roseibacterium_elongatum,Roseibacterium_elongatum|159346,Roseibacterium_elongatum|159346,NA,NA,NA,NA,NA,NA
398,159607,Subramaniula_flavipila,Subramaniula_flavipila|159607,Subramaniula_flavipila|159607,NA,NA,NA,NA,NA,NA
399,160464,Cortinarius_alboviolaceus,Cortinarius_alboviolaceus|160464,Cortinarius_alboviolaceus|160464,NA,NA,NA,NA,NA,NA
400,160468,Cortinarius_collinitus,Cortinarius_collinitus|160468,Cortinarius_collinitus|160468,NA,NA,NA,NA,NA,NA
401,160864,Trametes_gibbosa,Trametes_gibbosa|160864,Trametes_gibbosa|160864,NA,NA,NA,NA,NA,NA
402,161229,Cryptoglena_skujai,Cryptoglena_skujai|161229,Cryptoglena_skujai|161229,NA,NA,NA,NA,NA,NA
403,164538,Tetracladium_marchalianum,Tetracladium_marchalianum|164538,Tetracladium_marchalianum|164538,NA,NA,NA,NA,NA,NA
404,164539,Tetracladium_maxilliforme,Tetracladium_maxilliforme|164539,Tetracladium_maxilliforme|164539,NA,NA,NA,NA,NA,NA
405,165401,Cortinarius_orellanus,Cortinarius_orellanus|165401,Cortinarius_orellanus|165401,NA,NA,NA,NA,NA,NA
406,165405,Cortinarius_venetus,Cortinarius_venetus|165405,Cortinarius_venetus|165405,NA,NA,NA,NA,NA,NA
407,168159,Cantharellus_cascadensis,Cantharellus_cascadensis|168159,Cantharellus_cascadensis|168159,NA,NA,NA,NA,NA,NA
408,169388,Fusarium_solani,Fusarium_solani|169388,Fusarium_solani|169388,NA,NA,NA,NA,NA,NA
409,169515,Cortinarius_tophaceus,Cortinarius_tophaceus|169515,Cortinarius_tophaceus|169515,NA,NA,NA,NA,NA,NA
410,176011,Tricholoma_mutabile,Tricholoma_mutabile|176011,Tricholoma_mutabile|176011,NA,NA,NA,NA,NA,NA
411,176275,Beauveria_bassiana,Beauveria_bassiana|176275,Beauveria_bassiana|176275,NA,NA,NA,NA,NA,NA
412,177197,Coniochaeta_ligniaria,Coniochaeta_ligniaria|177197,Coniochaeta_ligniaria|177197,NA,NA,NA,NA,NA,NA
413,177204,Coniochaeta_fasciculata,Coniochaeta_fasciculata|177204,Coniochaeta_fasciculata|177204,NA,NA,NA,NA,NA,NA
414,177206,Coniochaeta_luteoviridis,Coniochaeta_luteoviridis|177206,Coniochaeta_luteoviridis|177206,NA,NA,NA,NA,NA,NA
415,178150,Phaeosphaeria_caricis,Phaeosphaeria_caricis|178150,Phaeosphaeria_caricis|178150,NA,NA,NA,NA,NA,NA
416,179879,Burkholderia_anthina,Burkholderia_anthina|179879,Burkholderia_anthina|179879,NA,NA,NA,NA,NA,NA
