Bile,delta,count
Dihydroxy,54.03,17268
Dihydroxy,36.02,12805
Dihydroxy,18.01,12354
Dihydroxy,70.98,11368
Dihydroxy,392.29,5757
Dihydroxy,203.99,5125
Dihydroxy,21,5107
Dihydroxy,88.99,4989
Dihydroxy,39.01,3710
Dihydroxy,57.02,3089
Dihydroxy,17.03,3024
Dihydroxy,107,2793
Dihydroxy,374.28,2611
Dihydroxy,124.03,2469
Dihydroxy,55.02,2383
Dihydroxy,17.01,2062
Dihydroxy,37.01,1880
Dihydroxy,22.01,1674
Dihydroxy,20.03,1282
Dihydroxy,53.03,1265
Dihydroxy,23.02,1031
Dihydroxy,233.05,864
Dihydroxy,0.98,836
Dihydroxy,35.02,749
Dihydroxy,286.21,725
Dihydroxy,73.03,703
Dihydroxy,54.05,680
Dihydroxy,173.13,663
Dihydroxy,107.01,640
Dihydroxy,59.04,638
Dihydroxy,210.82,604
Dihydroxy,4.01,584
Dihydroxy,54.11,578
Dihydroxy,5.01,557
Dihydroxy,203.98,546
Dihydroxy,0,531
Dihydroxy,250.08,519
Dihydroxy,71.04,510
Dihydroxy,248.52,508
Dihydroxy,104.99,485
Dihydroxy,4,481
Dihydroxy,356.27,463
Dihydroxy,147.07,461
Dihydroxy,38.04,447
Dihydroxy,22,446
Dihydroxy,118.97,430
Dihydroxy,399.3,416
Dihydroxy,595.25,414
Dihydroxy,390.28,408
Dihydroxy,73.04,408
Dihydroxy,3.99,366
Dihydroxy,106.02,351
Dihydroxy,89,341
Dihydroxy,94.04,326
Dihydroxy,444.35,325
Dihydroxy,163.06,324
Dihydroxy,74.05,324
Dihydroxy,55.03,306
Dihydroxy,512.38,301
Dihydroxy,400.3,298
Dihydroxy,331.27,284
Dihydroxy,154,283
Dihydroxy,31.04,282
Dihydroxy,7.99,280
Dihydroxy,117.02,272
Dihydroxy,89.03,272
Dihydroxy,374.29,266
Dihydroxy,57.06,257
Dihydroxy,113.09,256
Dihydroxy,606.3,241
Dihydroxy,99.01,237
Dihydroxy,22.02,235
Dihydroxy,70.99,235
Dihydroxy,128.1,232
Dihydroxy,5,226
Dihydroxy,54.09,209
Dihydroxy,557.44,206
Dihydroxy,40.03,204
Dihydroxy,186.08,196
Dihydroxy,176.03,196
Dihydroxy,445.36,196
Dihydroxy,2.02,195
Dihydroxy,131.04,195
Dihydroxy,129.04,194
Dihydroxy,513.38,189
Dihydroxy,515.29,188
Dihydroxy,113.08,188
Dihydroxy,282.26,186
Dihydroxy,332.27,184
Dihydroxy,175.05,181
Dihydroxy,202.96,176
Dihydroxy,55.01,174
Dihydroxy,372.27,173
Dihydroxy,595.24,167
Dihydroxy,14.02,166
Dihydroxy,99.07,162
Dihydroxy,157.09,157
Dihydroxy,36.28,153
Dihydroxy,135.03,148
Dihydroxy,71.02,147
Dihydroxy,56.05,131
Dihydroxy,91.04,131
Dihydroxy,37.02,129
Dihydroxy,41.03,126
Dihydroxy,193.06,125
Dihydroxy,136.98,125
Dihydroxy,197.01,124
Dihydroxy,72.02,124
Dihydroxy,8.03,123
Dihydroxy,129.06,123
Dihydroxy,154.01,122
Dihydroxy,21.98,122
Dihydroxy,88.93,120
Dihydroxy,6.03,117
Dihydroxy,88.98,117
Dihydroxy,89.05,117
Dihydroxy,54.01,114
Dihydroxy,128.09,109
Dihydroxy,530.39,108
Dihydroxy,58.04,108
Dihydroxy,215.12,105
Dihydroxy,101.05,103
Dihydroxy,56.06,101
Dihydroxy,37,101
Dihydroxy,3.01,98
Dihydroxy,54,97
Dihydroxy,202.95,97
Dihydroxy,35.01,97
Dihydroxy,338.26,97
Dihydroxy,37.03,96
Dihydroxy,298.19,95
Dihydroxy,321.27,95
Dihydroxy,339.28,95
Dihydroxy,18.99,92
Dihydroxy,784.58,91
Dihydroxy,506.34,89
Dihydroxy,147.04,89
Dihydroxy,96.98,88
Dihydroxy,56.03,88
Dihydroxy,144.03,86
Dihydroxy,68.97,85
Dihydroxy,54.16,81
Dihydroxy,123,80
Dihydroxy,54.04,80
Dihydroxy,287.22,78
Dihydroxy,15.01,78
Dihydroxy,60.04,77
Dihydroxy,173.04,76
Dihydroxy,173.03,76
Dihydroxy,186.96,75
Dihydroxy,252.09,75
Dihydroxy,111.05,74
Dihydroxy,38.02,73
Dihydroxy,86.98,72
Dihydroxy,108.02,70
Dihydroxy,124.02,70
Dihydroxy,229.08,69
Dihydroxy,128.06,67
Dihydroxy,54.07,66
Dihydroxy,0.99,66
Dihydroxy,392.3,65
Dihydroxy,95.07,65
Dihydroxy,26.04,64
Dihydroxy,23.01,64
Dihydroxy,3.96,64
Dihydroxy,54.08,63
Dihydroxy,64.55,63
Dihydroxy,145.05,63
Dihydroxy,124.04,61
Dihydroxy,472.32,61
Dihydroxy,99.04,61
Dihydroxy,558.44,60
Dihydroxy,107.08,60
Dihydroxy,20,59
Dihydroxy,87.07,59
Dihydroxy,77.06,59
Dihydroxy,26.02,58
Dihydroxy,179.08,57
Dihydroxy,513.28,56
Dihydroxy,57.01,56
Dihydroxy,267.07,55
Dihydroxy,391.31,55
Dihydroxy,158.02,54
Dihydroxy,127.01,52
Dihydroxy,40.04,52
Dihydroxy,145.15,50
Dihydroxy,94.05,49
Dihydroxy,161.05,49
Dihydroxy,35,49
Dihydroxy,93.08,48
Dihydroxy,54.12,48
Dihydroxy,223.1,47
Dihydroxy,140.01,47
Dihydroxy,73.05,47
Dihydroxy,75.05,47
Dihydroxy,147.03,47
Dihydroxy,401.3,46
Dihydroxy,71.01,46
Dihydroxy,417.31,46
Dihydroxy,506.33,46
Dihydroxy,215.04,46
Dihydroxy,20.01,45
Dihydroxy,1,45
Dihydroxy,71,45
Dihydroxy,10.13,45
Dihydroxy,314.28,43
Dihydroxy,54.18,43
Dihydroxy,87.03,43
Dihydroxy,509.32,42
Dihydroxy,662.36,42
Dihydroxy,113.03,41
Dihydroxy,24.04,41
Dihydroxy,111.07,41
Dihydroxy,118.96,41
Dihydroxy,19,40
Dihydroxy,390.27,40
Dihydroxy,281.27,40
Dihydroxy,30.06,39
Dihydroxy,204.99,39
Dihydroxy,303.26,39
Dihydroxy,85.05,39
Dihydroxy,57.07,39
Dihydroxy,163.07,39
Dihydroxy,593.23,39
Dihydroxy,55.48,39
Dihydroxy,114.04,38
Dihydroxy,168.07,38
Dihydroxy,491.3,38
Dihydroxy,129.05,38
Dihydroxy,18.03,38
Dihydroxy,114.08,37
Dihydroxy,372.26,37
Dihydroxy,53.02,36
Dihydroxy,236.09,36
Dihydroxy,399.29,36
Dihydroxy,179.13,36
Dihydroxy,233.06,36
Dihydroxy,280.24,36
Dihydroxy,21.02,35
Dihydroxy,481.29,34
Dihydroxy,319.25,34
Dihydroxy,36.95,34
Dihydroxy,129.03,33
Dihydroxy,97.05,33
Dihydroxy,55.04,33
Dihydroxy,299.28,33
Dihydroxy,595.26,33
Dihydroxy,297.27,32
Dihydroxy,27.01,32
Dihydroxy,21.04,32
Dihydroxy,223.11,31
Dihydroxy,233.09,31
Dihydroxy,18.98,31
Dihydroxy,54.96,31
Dihydroxy,86.05,31
Dihydroxy,514.29,31
Dihydroxy,265.06,30
Dihydroxy,509.31,30
Dihydroxy,17.02,30
Dihydroxy,73.02,30
Dihydroxy,56.07,30
Dihydroxy,13.03,29
Dihydroxy,111.03,29
Dihydroxy,22.03,29
Dihydroxy,19.97,29
Dihydroxy,20.99,29
Dihydroxy,117.9,29
Dihydroxy,279.26,29
Dihydroxy,53.63,28
Dihydroxy,420.32,28
Dihydroxy,18.05,28
Dihydroxy,34.02,27
Dihydroxy,38.94,27
Dihydroxy,236.06,27
Dihydroxy,19.02,27
Dihydroxy,255.26,26
Dihydroxy,18.97,26
Dihydroxy,38.98,26
Dihydroxy,57.03,26
Dihydroxy,408.29,26
Dihydroxy,122.02,25
Dihydroxy,336.28,25
Dihydroxy,40.01,25
Dihydroxy,514.3,25
Dihydroxy,90.04,25
Dihydroxy,606.31,25
Dihydroxy,39.02,25
Dihydroxy,55.06,25
Dihydroxy,69.91,24
Dihydroxy,152.06,24
Dihydroxy,267.08,24
Dihydroxy,19.01,24
Dihydroxy,301.24,24
Dihydroxy,28.05,24
Dihydroxy,643.47,24
Dihydroxy,1.01,23
Dihydroxy,37.98,23
Dihydroxy,38.01,22
Dihydroxy,36.04,22
Dihydroxy,477.26,22
Dihydroxy,53.94,22
Dihydroxy,472.33,21
Dihydroxy,391.28,21
Dihydroxy,136.97,21
Dihydroxy,106.95,21
Dihydroxy,210.81,21
Dihydroxy,214.11,21
Dihydroxy,162.06,21
Dihydroxy,53.01,21
Dihydroxy,95.02,21
Dihydroxy,58.05,21
Dihydroxy,643.48,21
Dihydroxy,5.99,20
Dihydroxy,507.3,20
Dihydroxy,204.98,20
Dihydroxy,18.08,20
Dihydroxy,124.64,20
Dihydroxy,38.96,20
Dihydroxy,252.08,20
Dihydroxy,111.04,20
Dihydroxy,53.97,19
Dihydroxy,16.97,19
Dihydroxy,444.36,19
Dihydroxy,115.1,19
Dihydroxy,7.95,19
Dihydroxy,16.05,19
Dihydroxy,161.06,19
Dihydroxy,137.01,19
Dihydroxy,103.99,19
Dihydroxy,17.05,19
Dihydroxy,18.02,19
Dihydroxy,16.99,19
Dihydroxy,68.96,19
Dihydroxy,491.31,19
Dihydroxy,36.1,19
Dihydroxy,174.13,19
Dihydroxy,283.29,19
Dihydroxy,41.06,19
Dihydroxy,8.01,19
Dihydroxy,35.12,19
Dihydroxy,89.04,18
Dihydroxy,135.04,18
Dihydroxy,784.59,18
Dihydroxy,112.1,18
Dihydroxy,90.05,18
Dihydroxy,212.03,18
Dihydroxy,188.1,18
Dihydroxy,21.01,18
Dihydroxy,416.32,18
Dihydroxy,4.19,18
Dihydroxy,87.02,18
Dihydroxy,70.95,18
Dihydroxy,477.25,18
Dihydroxy,9.99,17
Dihydroxy,56.97,17
Dihydroxy,288.22,17
Dihydroxy,262.17,17
Dihydroxy,17,17
Dihydroxy,513.27,17
Dihydroxy,9.98,17
Dihydroxy,118.09,17
Dihydroxy,2.01,17
Dihydroxy,247.05,17
Dihydroxy,93.02,17
Dihydroxy,281.28,17
Dihydroxy,155.02,16
Dihydroxy,90.01,16
Dihydroxy,6.01,16
Dihydroxy,185.12,16
Dihydroxy,54.14,16
Dihydroxy,81.06,16
Dihydroxy,71.03,16
Dihydroxy,300.06,16
Dihydroxy,162.05,16
Dihydroxy,115.03,16
Dihydroxy,124.06,16
Dihydroxy,74.04,16
Dihydroxy,67.04,16
Dihydroxy,39.49,16
Dihydroxy,107.03,15
Dihydroxy,36.15,15
Dihydroxy,175.03,15
Dihydroxy,111.01,15
Dihydroxy,86.97,15
Dihydroxy,197.03,15
Dihydroxy,20.98,15
Dihydroxy,53.62,15
Dihydroxy,54.63,15
Dihydroxy,298.2,15
Dihydroxy,218.19,15
Dihydroxy,356.28,15
Dihydroxy,157.08,15
Dihydroxy,375.31,14
Dihydroxy,69.99,14
Dihydroxy,56.1,14
Dihydroxy,88,14
Dihydroxy,126.11,14
Dihydroxy,515.3,14
Dihydroxy,25.16,14
Dihydroxy,572.31,14
Dihydroxy,88.09,14
Dihydroxy,96.03,14
Dihydroxy,124.05,14
Dihydroxy,164.06,14
Dihydroxy,4.03,14
Dihydroxy,390.31,14
Dihydroxy,53.14,14
Dihydroxy,117.95,14
Dihydroxy,186.11,14
Dihydroxy,78.05,14
Dihydroxy,55,14
Dihydroxy,59.03,14
Dihydroxy,282.25,14
Dihydroxy,105.03,14
Dihydroxy,159.99,14
Dihydroxy,54.1,13
Dihydroxy,69.02,13
Dihydroxy,70.09,13
Dihydroxy,53.05,13
Dihydroxy,10.02,13
Dihydroxy,36.98,13
Dihydroxy,16.04,13
Dihydroxy,20.02,13
Dihydroxy,8.02,13
Dihydroxy,303.24,13
Dihydroxy,83.04,13
Dihydroxy,88.94,13
Dihydroxy,19.84,13
Dihydroxy,46.06,13
Dihydroxy,606.29,12
Dihydroxy,205.15,12
Dihydroxy,48.04,12
Dihydroxy,79.01,12
Dihydroxy,4.94,12
Dihydroxy,250.07,12
Dihydroxy,56.02,12
Dihydroxy,407.3,12
Dihydroxy,129.02,12
Dihydroxy,48.07,12
Dihydroxy,409.32,12
Dihydroxy,69,12
Dihydroxy,39.96,12
Dihydroxy,569.23,12
Dihydroxy,96.99,12
Dihydroxy,272.23,12
Dihydroxy,126.12,12
Dihydroxy,69.97,12
Dihydroxy,472.31,12
Dihydroxy,36,12
Dihydroxy,95.98,12
Dihydroxy,107.06,11
Dihydroxy,6.02,11
Dihydroxy,248.51,11
Dihydroxy,286.08,11
Dihydroxy,215.62,11
Dihydroxy,219.07,11
Dihydroxy,0.96,11
Dihydroxy,139.15,11
Dihydroxy,23.95,11
Dihydroxy,117.05,11
Dihydroxy,102.08,11
Dihydroxy,588.29,11
Dihydroxy,65.03,11
Dihydroxy,55.05,11
Dihydroxy,272.24,11
Dihydroxy,312.28,11
Dihydroxy,374.27,11
Dihydroxy,38.92,11
Dihydroxy,147.06,11
Dihydroxy,179.06,11
Dihydroxy,137.03,11
Dihydroxy,70.89,11
Dihydroxy,87.01,11
Dihydroxy,488.36,11
Dihydroxy,70,11
Dihydroxy,61.05,11
Dihydroxy,106.94,11
Dihydroxy,20.95,11
Dihydroxy,71.92,11
Dihydroxy,57.87,11
Dihydroxy,37.94,10
Dihydroxy,22.04,10
Dihydroxy,493.32,10
Dihydroxy,89.02,10
Dihydroxy,186.05,10
Dihydroxy,8,10
Dihydroxy,129.08,10
Dihydroxy,71.95,10
Dihydroxy,219.08,10
Dihydroxy,23.04,10
Dihydroxy,320.25,10
Dihydroxy,375.32,10
Dihydroxy,9.03,10
Dihydroxy,18.09,10
Dihydroxy,36.03,10
Dihydroxy,572.32,10
Dihydroxy,119.07,10
Dihydroxy,115.06,10
Dihydroxy,36.07,10
Dihydroxy,127.04,10
Dihydroxy,593.24,10
Dihydroxy,200.12,10
Dihydroxy,19.96,10
Dihydroxy,418.31,10
Dihydroxy,246,10
Dihydroxy,101.09,10
Dihydroxy,55.95,10
Dihydroxy,39.05,10
Dihydroxy,44.04,9
Dihydroxy,43.04,9
Dihydroxy,156.95,9
Dihydroxy,186.1,9
Dihydroxy,97.02,9
Dihydroxy,392.28,9
Dihydroxy,113.05,9
Dihydroxy,261.03,9
Dihydroxy,375.28,9
Dihydroxy,56.04,9
Dihydroxy,72.99,9
Dihydroxy,58.01,9
Dihydroxy,236.1,9
Dihydroxy,389.26,9
Dihydroxy,36.09,9
Dihydroxy,373.27,9
Dihydroxy,119,9
Dihydroxy,97.06,9
Dihydroxy,137.04,9
Dihydroxy,100.99,9
Dihydroxy,94.95,9
Dihydroxy,279.25,9
Dihydroxy,55.99,9
Dihydroxy,500.32,9
Dihydroxy,168.95,9
Dihydroxy,417.29,9
Dihydroxy,71.91,9
Dihydroxy,52.03,9
Dihydroxy,113.01,9
Dihydroxy,21.85,9
Dihydroxy,579.25,9
Dihydroxy,72.03,9
Dihydroxy,122.01,9
Dihydroxy,119.97,9
Dihydroxy,299.16,9
Dihydroxy,10.01,9
Dihydroxy,116.59,8
Dihydroxy,105.08,8
Dihydroxy,118.98,8
Dihydroxy,231.98,8
Dihydroxy,63.05,8
Dihydroxy,58.99,8
Dihydroxy,201.97,8
Dihydroxy,16.98,8
Dihydroxy,107.07,8
Dihydroxy,531.39,8
Dihydroxy,24.02,8
Dihydroxy,160,8
Dihydroxy,27.98,8
Dihydroxy,70.01,8
Dihydroxy,51.01,8
Dihydroxy,419.25,8
Dihydroxy,295.25,8
Dihydroxy,78.01,8
Dihydroxy,76,8
Dihydroxy,57.04,8
Dihydroxy,123.02,8
Dihydroxy,39.03,8
Dihydroxy,55.07,8
Dihydroxy,529.41,8
Dihydroxy,134.02,8
Dihydroxy,105.02,7
Dihydroxy,106.01,7
Dihydroxy,103.08,7
Dihydroxy,182.09,7
Dihydroxy,54.99,7
Dihydroxy,108.01,7
Dihydroxy,166.74,7
Dihydroxy,56.91,7
Dihydroxy,375.29,7
Dihydroxy,96.02,7
Dihydroxy,0.02,7
Dihydroxy,36.2,7
Dihydroxy,73.06,7
Dihydroxy,137.02,7
Dihydroxy,84.96,7
Dihydroxy,221.14,7
Dihydroxy,169,7
Dihydroxy,39.99,7
Dihydroxy,35.93,7
Dihydroxy,35.84,7
Dihydroxy,42.02,7
Dihydroxy,62.05,7
Dihydroxy,114.97,7
Dihydroxy,313.26,7
Dihydroxy,71.99,7
Dihydroxy,135.07,7
Dihydroxy,21.97,7
Dihydroxy,595.23,7
Dihydroxy,87.04,7
Dihydroxy,502.38,7
Dihydroxy,299.29,7
Dihydroxy,355.25,7
Dihydroxy,58.02,7
Dihydroxy,173.12,7
Dihydroxy,212.06,7
Dihydroxy,82.04,7
Dihydroxy,47.4,7
Dihydroxy,21.93,7
Dihydroxy,45.02,7
Dihydroxy,71.98,7
Dihydroxy,92.82,7
Dihydroxy,131.05,7
Dihydroxy,79.96,6
Dihydroxy,49.03,6
Dihydroxy,336.27,6
Dihydroxy,16.96,6
Dihydroxy,304.22,6
Dihydroxy,32.04,6
Dihydroxy,338.3,6
Dihydroxy,70.08,6
Dihydroxy,16.01,6
Dihydroxy,62.09,6
Dihydroxy,101.06,6
Dihydroxy,227.12,6
Dihydroxy,101.08,6
Dihydroxy,56.2,6
Dihydroxy,40.94,6
Dihydroxy,596.3,6
Dihydroxy,25.96,6
Dihydroxy,316.26,6
Dihydroxy,124.98,6
Dihydroxy,46.02,6
Dihydroxy,512.28,6
Dihydroxy,21.07,6
Dihydroxy,327.27,6
Dihydroxy,230.11,6
Dihydroxy,54.61,6
Dihydroxy,622.29,6
Dihydroxy,96.06,6
Dihydroxy,294.04,6
Dihydroxy,159.13,6
Dihydroxy,20.04,6
Dihydroxy,53.99,6
Dihydroxy,115.07,6
Dihydroxy,204.44,6
Dihydroxy,280.23,6
Dihydroxy,37.96,6
Dihydroxy,104.98,6
Dihydroxy,129.01,6
Dihydroxy,186.09,6
Dihydroxy,323.29,6
Dihydroxy,86.91,6
Dihydroxy,19.95,6
Dihydroxy,21.05,6
Dihydroxy,247.06,6
Dihydroxy,226.01,6
Dihydroxy,72,6
Dihydroxy,78.02,6
Dihydroxy,92.03,6
Dihydroxy,19.03,6
Dihydroxy,312.15,6
Dihydroxy,579.26,6
Dihydroxy,184.56,6
Dihydroxy,156.09,6
Dihydroxy,277.15,5
Dihydroxy,300.65,5
Dihydroxy,355.26,5
Dihydroxy,126.03,5
Dihydroxy,622.3,5
Dihydroxy,45.99,5
Dihydroxy,244.01,5
Dihydroxy,36.11,5
Dihydroxy,515.28,5
Dihydroxy,75.07,5
Dihydroxy,42.01,5
Dihydroxy,19.92,5
Dihydroxy,17.08,5
Dihydroxy,71.07,5
Dihydroxy,17.99,5
Dihydroxy,166.99,5
Dihydroxy,186.06,5
Dihydroxy,342.75,5
Dihydroxy,276.24,5
Dihydroxy,36.06,5
Dihydroxy,101.96,5
Dihydroxy,305.62,5
Dihydroxy,83.02,5
Dihydroxy,390.04,5
Dihydroxy,55.97,5
Dihydroxy,95.99,5
Dihydroxy,330.18,5
Dihydroxy,4.98,5
Dihydroxy,454.24,5
Dihydroxy,11.98,5
Dihydroxy,79.97,5
Dihydroxy,523.36,5
Dihydroxy,180.06,5
Dihydroxy,4.02,5
Dihydroxy,269.11,5
Dihydroxy,152.08,5
Dihydroxy,343.22,5
Dihydroxy,281.11,5
Dihydroxy,375.24,5
Dihydroxy,43.97,5
Dihydroxy,230.03,5
Dihydroxy,123.01,5
Dihydroxy,39.94,5
Dihydroxy,19.24,5
Dihydroxy,25.03,5
Dihydroxy,229.11,5
Dihydroxy,245.14,5
Dihydroxy,64.03,5
Dihydroxy,108.03,5
Dihydroxy,50.02,5
Dihydroxy,94.94,5
Dihydroxy,514.28,5
Dihydroxy,89.01,5
Dihydroxy,135.91,5
Dihydroxy,250.09,5
Dihydroxy,300.26,5
Dihydroxy,107.02,5
Dihydroxy,337.26,5
Dihydroxy,89.99,5
Dihydroxy,13,5
Dihydroxy,858.4,5
Dihydroxy,130.11,5
Dihydroxy,115.08,5
Dihydroxy,321.26,5
Dihydroxy,110.05,5
Dihydroxy,596.24,5
Dihydroxy,157.02,5
Dihydroxy,12.15,5
Dihydroxy,80.06,5
Dihydroxy,36.99,5
Dihydroxy,154.04,5
Dihydroxy,110.03,5
Dihydroxy,56.23,5
Dihydroxy,11.02,5
Dihydroxy,37.95,5
Dihydroxy,58.08,5
Dihydroxy,559.44,5
Dihydroxy,58.03,5
Dihydroxy,15.02,5
Dihydroxy,408.28,5
Dihydroxy,196.12,5
Dihydroxy,204.97,5
Dihydroxy,303.25,5
Dihydroxy,107.04,5
Dihydroxy,326.19,4
Dihydroxy,117.99,4
Dihydroxy,22.92,4
Dihydroxy,80.99,4
Dihydroxy,48,4
Dihydroxy,133.93,4
Dihydroxy,60.02,4
Dihydroxy,149.07,4
Dihydroxy,354.26,4
Dihydroxy,139.1,4
Dihydroxy,205.01,4
Dihydroxy,113.04,4
Dihydroxy,34.01,4
Dihydroxy,9.97,4
Dihydroxy,69.94,4
Dihydroxy,106.04,4
Dihydroxy,147.11,4
Dihydroxy,118.99,4
Dihydroxy,54.94,4
Dihydroxy,106.99,4
Dihydroxy,255.25,4
Dihydroxy,98.04,4
Dihydroxy,70.94,4
Dihydroxy,229.04,4
Dihydroxy,94.01,4
Dihydroxy,212.97,4
Dihydroxy,59,4
Dihydroxy,74.06,4
Dihydroxy,111.02,4
Dihydroxy,175.04,4
Dihydroxy,286.13,4
Dihydroxy,338.09,4
Dihydroxy,127.1,4
Dihydroxy,110.04,4
Dihydroxy,40,4
Dihydroxy,119.03,4
Dihydroxy,577.24,4
Dihydroxy,465.29,4
Dihydroxy,477.29,4
Dihydroxy,172.08,4
Dihydroxy,91.06,4
Dihydroxy,19.48,4
Dihydroxy,130.06,4
Dihydroxy,35.85,4
Dihydroxy,69.93,4
Dihydroxy,174.09,4
Dihydroxy,241.24,4
Dihydroxy,463.31,4
Dihydroxy,164.02,4
Dihydroxy,525.31,4
Dihydroxy,14.01,4
Dihydroxy,159.14,4
Dihydroxy,89.98,4
Dihydroxy,172.94,4
Dihydroxy,230.06,4
Dihydroxy,170,4
Dihydroxy,116.1,4
Dihydroxy,53.09,4
Dihydroxy,0.04,4
Dihydroxy,51.99,4
Dihydroxy,24,4
Dihydroxy,472.25,4
Dihydroxy,429.29,4
Dihydroxy,88.32,4
Dihydroxy,125.98,4
Dihydroxy,212.05,4
Dihydroxy,4.99,4
Dihydroxy,175.13,4
Dihydroxy,45.03,4
Dihydroxy,68.64,4
Dihydroxy,202.08,4
Dihydroxy,5.05,4
Dihydroxy,284.25,4
Dihydroxy,223.61,4
Dihydroxy,42.03,4
Dihydroxy,114.07,4
Dihydroxy,70.93,4
Dihydroxy,26.09,4
Dihydroxy,180.09,4
Dihydroxy,161.07,4
Dihydroxy,82.05,4
Dihydroxy,164.03,4
Dihydroxy,531.5,4
Dihydroxy,83.95,4
Dihydroxy,79.04,4
Dihydroxy,35.03,4
Dihydroxy,90.95,4
Dihydroxy,48.13,4
Dihydroxy,77.97,4
Dihydroxy,18.53,3
Dihydroxy,20.97,3
Dihydroxy,163.7,3
Dihydroxy,89.96,3
Dihydroxy,35.04,3
Dihydroxy,356.26,3
Dihydroxy,305.1,3
Dihydroxy,437.35,3
Dihydroxy,297.25,3
Dihydroxy,73.91,3
Dihydroxy,340.32,3
Dihydroxy,55.96,3
Dihydroxy,227.13,3
Dihydroxy,293.26,3
Dihydroxy,17.07,3
Dihydroxy,45.95,3
Dihydroxy,158.07,3
Dihydroxy,134.96,3
Dihydroxy,245.99,3
Dihydroxy,277.24,3
Dihydroxy,98.07,3
Dihydroxy,51.96,3
Dihydroxy,52.94,3
Dihydroxy,150.04,3
Dihydroxy,179.09,3
Dihydroxy,177.07,3
Dihydroxy,105.96,3
Dihydroxy,283.04,3
Dihydroxy,44.02,3
Dihydroxy,88.06,3
Dihydroxy,222.12,3
Dihydroxy,15.96,3
Dihydroxy,37.61,3
Dihydroxy,164.07,3
Dihydroxy,282.12,3
Dihydroxy,254.19,3
Dihydroxy,7.02,3
Dihydroxy,2.99,3
Dihydroxy,498.31,3
Dihydroxy,21.03,3
Dihydroxy,666.25,3
Dihydroxy,44.08,3
Dihydroxy,269.1,3
Dihydroxy,17.98,3
Dihydroxy,150.01,3
Dihydroxy,338.19,3
Dihydroxy,25.1,3
Dihydroxy,144.09,3
Dihydroxy,185.55,3
Dihydroxy,6.97,3
Dihydroxy,54.4,3
Dihydroxy,37.91,3
Dihydroxy,86.08,3
Dihydroxy,164.08,3
Dihydroxy,71.06,3
Dihydroxy,9.02,3
Dihydroxy,180.13,3
Dihydroxy,484.27,3
Dihydroxy,80.02,3
Dihydroxy,679.38,3
Dihydroxy,73.85,3
Dihydroxy,5.03,3
Dihydroxy,644.48,3
Dihydroxy,90.99,3
Dihydroxy,246.23,3
Dihydroxy,19.99,3
Dihydroxy,84.06,3
Dihydroxy,17.24,3
Dihydroxy,10.04,3
Dihydroxy,201.06,3
Dihydroxy,53.07,3
Dihydroxy,52,3
Dihydroxy,113,3
Dihydroxy,122.97,3
Dihydroxy,89.97,3
Dihydroxy,32.6,3
Dihydroxy,222.13,3
Dihydroxy,54.06,3
Dihydroxy,420.33,3
Dihydroxy,223.6,3
Dihydroxy,131.07,3
Dihydroxy,94.09,3
Dihydroxy,24.03,3
Dihydroxy,229.05,3
Dihydroxy,17.97,3
Dihydroxy,70.56,3
Dihydroxy,99.05,3
Dihydroxy,35.98,3
Dihydroxy,37.11,3
Dihydroxy,388.28,3
Dihydroxy,129.09,3
Dihydroxy,552.2,3
Dihydroxy,15.91,3
Dihydroxy,44.03,3
Dihydroxy,177.06,3
Dihydroxy,356.24,3
Dihydroxy,185.98,3
Dihydroxy,29.03,3
Dihydroxy,90.03,3
Dihydroxy,119.04,3
Dihydroxy,23,3
Dihydroxy,216.06,3
Dihydroxy,33.98,3
Dihydroxy,187.05,3
Dihydroxy,87.05,3
Dihydroxy,373.26,3
Dihydroxy,41.02,3
Dihydroxy,54.22,3
Dihydroxy,83.97,3
Dihydroxy,145.02,3
Dihydroxy,216.83,3
Dihydroxy,37.97,3
Dihydroxy,136.99,3
Dihydroxy,119.02,3
Dihydroxy,397.23,3
Dihydroxy,488.35,3
Dihydroxy,766.21,3
Dihydroxy,98.02,3
Dihydroxy,26.01,3
Dihydroxy,75.99,3
Dihydroxy,143.13,3
Dihydroxy,347.16,3
Dihydroxy,231.05,3
Dihydroxy,44.07,3
Dihydroxy,61.04,3
Dihydroxy,128.05,3
Dihydroxy,68.03,3
Dihydroxy,103.97,3
Dihydroxy,175.06,3
Dihydroxy,203.11,3
Dihydroxy,54.17,3
Dihydroxy,99.09,3
Dihydroxy,129.12,3
Dihydroxy,5.98,3
Dihydroxy,31.03,3
Dihydroxy,56.99,2
Dihydroxy,35.09,2
Dihydroxy,16,2
Dihydroxy,310.22,2
Dihydroxy,88.01,2
Dihydroxy,71.94,2
Dihydroxy,568.21,2
Dihydroxy,57.97,2
Dihydroxy,85.06,2
Dihydroxy,34.04,2
Dihydroxy,74.02,2
Dihydroxy,52.07,2
Dihydroxy,77.07,2
Dihydroxy,72.96,2
Dihydroxy,319.09,2
Dihydroxy,419.74,2
Dihydroxy,203.08,2
Dihydroxy,18.12,2
Dihydroxy,60.03,2
Dihydroxy,113.02,2
